category,identifier,description,active,sourceLink
beauty-health-and-wellbeing,beauty-health-and-wellbeing/dental-care/mouthwash-and-dental-floss,Mouthwash and dental floss,FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/dental-care/mouthwash-and-dental-floss
beauty-health-and-wellbeing,beauty-health-and-wellbeing/essentials,Essentials,FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/essentials
beauty-health-and-wellbeing,beauty-health-and-wellbeing/menstrual-care/tampons,Tampons,FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/menstrual-care/tampons
beauty-health-and-wellbeing,beauty-health-and-wellbeing/menstrual-care/menstrual-cups,Menstrual cups,FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/menstrual-care/menstrual-cups
beauty-health-and-wellbeing,beauty-health-and-wellbeing/menstrual-care/pads-and-panty-liners,Pads and panty liners,FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/menstrual-care/pads-and-panty-liners
beauty-health-and-wellbeing,beauty-health-and-wellbeing/menstrual-care/reusable-sanitary-pads,Reusable sanitary pads,FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/menstrual-care/reusable-sanitary-pads
beauty-health-and-wellbeing,beauty-health-and-wellbeing/menstrual-care/period-underwear,Period underwear,FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/menstrual-care/period-underwear
beauty-health-and-wellbeing,beauty-health-and-wellbeing/menstrual-care/intimate-wipes-washes,Intimate wipes washes,FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/menstrual-care/intimate-wipes-washes
beauty-health-and-wellbeing,beauty-health-and-wellbeing/remedies-and-wellbeing/face-masks,Face masks,FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/remedies-and-wellbeing/face-masks
beauty-health-and-wellbeing,beauty-health-and-wellbeing/remedies-and-wellbeing/remedies,Remedies,FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/remedies-and-wellbeing/remedies
beauty-health-and-wellbeing,beauty-health-and-wellbeing/remedies-and-wellbeing/light-therapy,Light therapy,FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/remedies-and-wellbeing/light-therapy
beauty-health-and-wellbeing,beauty-health-and-wellbeing/remedies-and-wellbeing/sports-nutrition,Sports nutrition,FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/remedies-and-wellbeing/sports-nutrition
beauty-health-and-wellbeing,beauty-health-and-wellbeing/beauty-gift-sets,Beauty gift sets,FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/beauty-gift-sets
beauty-health-and-wellbeing,beauty-health-and-wellbeing/plastic-free.htm,"Beauty, Health & Wellbeing - Plastic free",FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/plastic-free.htm
beauty-health-and-wellbeing,beauty-health-and-wellbeing/organic.htm,"Beauty, Health & Wellbeing - Organic",FALSE,https://www.ethicalsuperstore.com/category/beauty-health-and-wellbeing/organic.htm
baby-child-and-toys,baby-child-and-toys/clothing/baby,Baby,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/clothing/baby
baby-child-and-toys,baby-child-and-toys/clothing/tops-and-t_shirts,Tops and t_shirts,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/clothing/tops-and-t_shirts
baby-child-and-toys,baby-child-and-toys/clothing/knitwear-and-jumpers,Knitwear and jumpers,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/clothing/knitwear-and-jumpers
baby-child-and-toys,baby-child-and-toys/clothing/coats-and-jackets,Coats and jackets,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/clothing/coats-and-jackets
baby-child-and-toys,baby-child-and-toys/clothing/trousers,Trousers,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/clothing/trousers
baby-child-and-toys,baby-child-and-toys/clothing/dresses-and-skirts,Dresses and skirts,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/clothing/dresses-and-skirts
baby-child-and-toys,baby-child-and-toys/clothing/pyjamas-and-underwear,Pyjamas and underwear,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/clothing/pyjamas-and-underwear
baby-child-and-toys,baby-child-and-toys/clothing/accessories,Accessories,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/clothing/accessories
baby-child-and-toys,baby-child-and-toys/clothing/school-uniform,School uniform,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/clothing/school-uniform
baby-child-and-toys,baby-child-and-toys/feeding-and-nursing,Feeding and nursing,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/feeding-and-nursing
baby-child-and-toys,baby-child-and-toys/nappies/eco-nappies,Eco nappies,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/nappies/eco-nappies
baby-child-and-toys,baby-child-and-toys/nappies/reusable-nappies,Reusable nappies,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/nappies/reusable-nappies
baby-child-and-toys,baby-child-and-toys/nappies/wipes-and-creams,Wipes and creams,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/nappies/wipes-and-creams
baby-child-and-toys,baby-child-and-toys/bodycare/bathtime,Bathtime,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/bodycare/bathtime
baby-child-and-toys,baby-child-and-toys/bodycare/baby-oil-and-lotion,Baby oil and lotion,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/bodycare/baby-oil-and-lotion
baby-child-and-toys,baby-child-and-toys/bodycare/dental-care,Dental care,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/bodycare/dental-care
baby-child-and-toys,baby-child-and-toys/baby-food,Baby food,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/baby-food
baby-child-and-toys,baby-child-and-toys/toys/baby,Baby,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/toys/baby
baby-child-and-toys,baby-child-and-toys/toys/kids,Kids,FALSE,https://www.ethicalsuperstore.com/category/baby-child-and-toys/toys/kids
pet-care,pet-care/dog-food,Dog food,FALSE,https://www.ethicalsuperstore.com/category/pet-care/dog-food
pet-care,pet-care/cat-food,Cat food,FALSE,https://www.ethicalsuperstore.com/category/pet-care/cat-food
pet-care,pet-care/vegan-pet-food,Vegan pet food,FALSE,https://www.ethicalsuperstore.com/category/pet-care/vegan-pet-food
pet-care,pet-care/accessories,Accessories,FALSE,https://www.ethicalsuperstore.com/category/pet-care/accessories
pet-care,pet-care/toys,Toys,FALSE,https://www.ethicalsuperstore.com/category/pet-care/toys
